name,type,stats,description,colection,card_link
Bronze Tablet,Artifact,-,"Remove Bronze Tablet from your deck before playing if you’re not playing for ante. Bronze Tablet enters the battlefield tapped. ,  : Exile Bronze Tablet and target nontoken permanent an opponent owns. That player may pay 10 life. If they do, put Bronze Tablet into its owner’s graveyard. Otherwise, that player owns Bronze Tablet and you own the other exiled card.",Antiquities (ATQ),https://scryfall.com/card/atq/42/bronze-tablet
Candelabra of Tawnos,Artifact,-,",  : Untap X target lands.",Antiquities (ATQ),https://scryfall.com/card/atq/43/candelabra-of-tawnos
Clay Statue,Artifact Creature | Golem,3/1,: Regenerate Clay Statue.,Antiquities (ATQ),https://scryfall.com/card/atq/44/clay-statue
Clockwork Avian,Artifact Creature | Bird,0/4,"Flying Clockwork Avian enters the battlefield with four +1/+0 counters on it. At end of combat, if Clockwork Avian attacked or blocked this combat, remove a +1/+0 counter from it. ,  : Put up to X +1/+0 counters on Clockwork Avian. This ability can’t cause the total number of +1/+0 counters on Clockwork Avian to be greater than four. Activate only during your upkeep.",Antiquities (ATQ),https://scryfall.com/card/atq/45/clockwork-avian
Colossus of Sardia,Artifact Creature | Golem,9/9,Trample  Colossus of Sardia doesn’t untap during your untap step. : Untap Colossus of Sardia. Activate only during your upkeep.,Antiquities (ATQ),https://scryfall.com/card/atq/46/colossus-of-sardia
Coral Helm,Artifact,-,", Discard a card at random: Target creature gets +2/+2 until end of turn.",Antiquities (ATQ),https://scryfall.com/card/atq/47/coral-helm
Cursed Rack,Artifact,-,"As Cursed Rack enters the battlefield, choose an opponent. The chosen player’s maximum hand size is four.",Antiquities (ATQ),https://scryfall.com/card/atq/48/cursed-rack
Dragon Engine,Artifact Creature | Construct,1/3,: Dragon Engine gets +1/+0 until end of turn.,Antiquities (ATQ),https://scryfall.com/card/atq/49/dragon-engine
Feldon's Cane,Artifact,-,", Exile Feldon’s Cane: Shuffle your graveyard into your library.",Antiquities (ATQ),https://scryfall.com/card/atq/50/feldons-cane
Golgothian Sylex,Artifact,-,",  : Each nontoken permanent with a name originally printed in the Antiquities expansion is sacrificed by its controller.",Antiquities (ATQ),https://scryfall.com/card/atq/51/golgothian-sylex
Grapeshot Catapult,Artifact Creature | Construct,2/3,: Grapeshot Catapult deals 1 damage to target creature with flying.,Antiquities (ATQ),https://scryfall.com/card/atq/52/grapeshot-catapult
Ivory Tower,Artifact,-,"At the beginning of your upkeep, you gain X life, where X is the number of cards in your hand minus 4.",Antiquities (ATQ),https://scryfall.com/card/atq/53/ivory-tower
"Dwynen, Gilt-Leaf Daen",Legendary Creature | Elf Warrior,3/4,"Reach Other Elf creatures you control get +1/+1. Whenever Dwynen, Gilt-Leaf Daen attacks, you gain 1 life for each attacking Elf you control.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/56/dwynen-gilt-leaf-daen
Elvish Archdruid,Creature | Elf Druid,2/2,Other Elf creatures you control get +1/+1. : Add   for each Elf you control.,Kaldheim Commander (KHC),https://scryfall.com/card/khc/57/elvish-archdruid
Elvish Mystic,Creature | Elf Druid,1/1,: Add  .,Kaldheim Commander (KHC),https://scryfall.com/card/khc/58/elvish-mystic
Elvish Promenade,Tribal Sorcery | Elf,-,Create a 1/1 green Elf Warrior creature token for each Elf you control.,Kaldheim Commander (KHC),https://scryfall.com/card/khc/59/elvish-promenade
Elvish Rejuvenator,Creature | Elf Druid,1/1,"When Elvish Rejuvenator enters the battlefield, look at the top five cards of your library. You may put a land card from among them onto the battlefield tapped. Put the rest on the bottom of your library in a random order.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/60/elvish-rejuvenator
End-Raze Forerunners,Creature | Boar,7/7,"Vigilance, trample, haste When End-Raze Forerunners enters the battlefield, other creatures you control get +2/+2 and gain vigilance and trample until end of turn.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/61/end-raze-forerunners
Farhaven Elf,Creature | Elf Druid,1/1,"When Farhaven Elf enters the battlefield, you may search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/62/farhaven-elf
Harvest Season,Sorcery,-,"Search your library for up to X basic land cards, where X is the number of tapped creatures you control, put those cards onto the battlefield tapped, then shuffle.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/63/harvest-season
Imperious Perfect,Creature | Elf Warrior,2/2,"Other Elves you control get +1/+1. ,  : Create a 1/1 green Elf Warrior creature token.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/64/imperious-perfect
Jagged-Scar Archers,Creature | Elf Archer,*/*,Jagged-Scar Archers’s power and toughness are each equal to the number of Elves you control. : Jagged-Scar Archers deals damage equal to its power to target creature with flying.,Kaldheim Commander (KHC),https://scryfall.com/card/khc/65/jagged-scar-archers
Llanowar Tribe,Creature | Elf Druid,3/3,: Add  .,Kaldheim Commander (KHC),https://scryfall.com/card/khc/66/llanowar-tribe
Lys Alana Huntmaster,Creature | Elf Warrior,3/3,"Whenever you cast an Elf spell, you may create a 1/1 green Elf Warrior creature token.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/67/lys-alana-huntmaster
"Marwyn, the Nurturer",Legendary Creature | Elf Druid,1/1,"Whenever another Elf enters the battlefield under your control, put a +1/+1 counter on Marwyn, the Nurturer. : Add an amount of   equal to Marwyn’s power.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/68/marwyn-the-nurturer
Masked Admirers,Creature | Elf Shaman,3/2,"When Masked Admirers enters the battlefield, draw a card. Whenever you cast a creature spell, you may pay  . If you do, return Masked Admirers from your graveyard to your hand.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/69/masked-admirers
Nullmage Shepherd,Creature | Elf Shaman,2/4,Tap four untapped creatures you control: Destroy target artifact or enchantment.,Kaldheim Commander (KHC),https://scryfall.com/card/khc/70/nullmage-shepherd
"Numa, Joraga Chieftain",Legendary Creature | Elf Warrior,2/2,"At the beginning of combat on your turn, you may pay  . When you do, distribute X +1/+1 counters among any number of target Elves. Partner ",Kaldheim Commander (KHC),https://scryfall.com/card/khc/71/numa-joraga-chieftain
Reclamation Sage,Creature | Elf Shaman,2/1,"When Reclamation Sage enters the battlefield, you may destroy target artifact or enchantment.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/72/reclamation-sage
Rhys the Exiled,Legendary Creature | Elf Warrior,3/2,"Whenever Rhys the Exiled attacks, you gain 1 life for each Elf you control. , Sacrifice an Elf: Regenerate Rhys the Exiled.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/73/rhys-the-exiled
Springbloom Druid,Creature | Elf Druid,1/1,"When Springbloom Druid enters the battlefield, you may sacrifice a land. If you do, search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/74/springbloom-druid
Sylvan Messenger,Creature | Elf,2/2,"Trample  When Sylvan Messenger enters the battlefield, reveal the top four cards of your library. Put all Elf cards revealed this way into your hand and the rest on the bottom of your library in any order.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/75/sylvan-messenger
Timberwatch Elf,Creature | Elf,1/2,": Target creature gets +X/+X until end of turn, where X is the number of Elves on the battlefield.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/76/timberwatch-elf
Voice of Many,Creature | Elf Druid,3/3,"When Voice of Many enters the battlefield, draw a card for each opponent who controls fewer creatures than you.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/77/voice-of-many
Voice of the Woods,Creature | Elf,2/2,Tap five untapped Elves you control: Create a 7/7 green Elemental creature token with trample.,Kaldheim Commander (KHC),https://scryfall.com/card/khc/78/voice-of-the-woods
Wirewood Channeler,Creature | Elf Druid,2/2,": Add X mana of any one color, where X is the number of Elves on the battlefield.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/79/wirewood-channeler
Wood Elves,Creature | Elf Scout,1/1,"When Wood Elves enters the battlefield, search your library for a Forest card, put that card onto the battlefield, then shuffle.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/80/wood-elves
Abomination of Llanowar,Legendary Creature | Elf Horror,*/*,Vigilance; menace  Abomination of Llanowar’s power and toughness are each equal to the number of Elves you control plus the number of Elf cards in your graveyard.,Kaldheim Commander (KHC),https://scryfall.com/card/khc/81/abomination-of-llanowar
"Brago, King Eternal",Legendary Creature | Spirit Noble,2/4,"Flying Whenever Brago, King Eternal deals combat damage to a player, exile any number of target nonland permanents you control, then return those cards to the battlefield under their owner’s control.",Kaldheim Commander (KHC),https://scryfall.com/card/khc/82/brago-king-eternal
Casualties of War,Sorcery,-,Choose one or more — • Destroy target artifact. • Destroy target creature. • Destroy target enchantment. • Destroy target land. • Destroy target planeswalker.,Kaldheim Commander (KHC),https://scryfall.com/card/khc/83/casualties-of-war
Battle of Frost and Fire,Enchantment | Saga,-,"I — Battle of Frost and Fire deals 4 damage to each non-Giant creature and each planeswalker. II — Scry 3. III — Whenever you cast a spell with mana value 5 or greater this turn, draw two cards, then discard a card.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/204p/battle-of-frost-and-fire
Battle of Frost and Fire,Enchantment | Saga,-,"I — Battle of Frost and Fire deals 4 damage to each non-Giant creature and each planeswalker. II — Scry 3. III — Whenever you cast a spell with mana value 5 or greater this turn, draw two cards, then discard a card.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/204s/battle-of-frost-and-fire
The Bears of Littjara,Enchantment | Saga,-,I — Create a 2/2 blue Shapeshifter creature token with changeling. II — Any number of target Shapeshifter creatures you control have base power and toughness 4/4. III — Choose up to one target creature or planeswalker. Each creature with power 4 or greater you control deals damage equal to its power to that permanent.,Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/205p/the-bears-of-littjara
The Bears of Littjara,Enchantment | Saga,-,I — Create a 2/2 blue Shapeshifter creature token with changeling. II — Any number of target Shapeshifter creatures you control have base power and toughness 4/4. III — Choose up to one target creature or planeswalker. Each creature with power 4 or greater you control deals damage equal to its power to that permanent.,Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/205s/the-bears-of-littjara
The Bloodsky Massacre,Enchantment | Saga,-,"I — Create a 2/3 red Demon Berserker creature token with menace. II — Whenever a Berserker attacks this turn, you draw a card and you lose 1 life. III — Add   for each Berserker you control. Until end of turn, you don’t lose this mana as steps and phases end.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/207p/the-bloodsky-massacre
The Bloodsky Massacre,Enchantment | Saga,-,"I — Create a 2/3 red Demon Berserker creature token with menace. II — Whenever a Berserker attacks this turn, you draw a card and you lose 1 life. III — Add   for each Berserker you control. Until end of turn, you don’t lose this mana as steps and phases end.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/207s/the-bloodsky-massacre
Firja's Retribution,Enchantment | Saga,-,"I — Create a 4/4 white Angel Warrior creature token with flying and vigilance. II — Until end of turn, Angels you control gain “ : Destroy target creature with power less than this creature’s power.” III — Angels you control gain double strike until end of turn.",Kaldheim Promos (PKHM),https://scryfall.com/card/pkhm/210p/firjas-retribution
